aspect,setiment_words,polarity
卫生,有污垢,-1
卫生,干净,1
卫生,干净,1
性价比,高,1
位置,不错,1
性价比,高,1
设施,有点旧,-1
服务,很棒,1
餐饮,很精致,1
餐饮,非常丰富,1
餐饮,不错,1
环境,很好,1
卫生,干净,1
餐饮,丰富,1
性价比,高,1
环境,好,1
餐饮,好,1
位置,特别偏僻,-1
服务,有求必应,1
卫生,干净整洁,1
餐饮,希望改善,-1
餐饮,丰富,1
餐饮,还可以,1
价格,一般,0
性价比,还是可以的,1
餐饮,不错,1
环境,比较舒适,1
卫生,干净,1
餐饮,棒,1
环境,不错,1
服务,很好,1
位置,不错,1
餐饮,不错,1
位置,极佳,1
位置,不错,1
服务,很好,1
位置,不错,1
空间,很小,1
位置,优越,1
环境,优雅,1
价格,有点小贵,-1
环境,很好,1
卫生,很干净,1
位置,好,1
餐饮,没早餐,-1
价格,便宜,1
价格,经济实惠,1
服务,非常好,1
性价比,高,1
性价比,不错,1
位置,好,1
价格,适宜,1
卫生,干净,1
服务,不好,-1
位置,方便,1
设施,OK,1
性价比,不错,1
位置,佳,1
位置,好,1
设施,有提升的空间,-1
位置,好,1
卫生,很干净,1
性价比,高,1
卫生,干净,1
餐饮,还不错,1
位置,很方便,1
位置,很满意,1
价格,实惠,1
卫生,很好,1
设施,越发陈旧,-1
卫生,一年不如一年,-1
餐饮,越发差,-1
环境,很好,1
空间,很大,1
环境,极佳,1
设施,很好,1
服务,非常好,1
餐饮,丰盛,1
设施,很旧了,-1
卫生,干净整洁,1
服务,没有跟上,-1
设施,不新,-1
餐饮,简单,-1
价格,小贵,-1
环境,不错,1
设施,不算新,1
设施,有年代了,-1
餐饮,品类少,-1
服务,一般,0
环境,不错,1
环境,好,1
设施,旧,-1
设施,陈旧,-1
服务,一般,0
餐饮,丰盛,1
环境,一般,-1
设施,旧,-1
位置,好,1
设施,陈旧,-1
位置,不错,1
空间,小,-1
空间,适中,1
位置,挺好,1
卫生,蛮干净的,1
服务,不是很好,0
空间,小,-1
位置,不错,1
性价比,高,1
位置,极佳,1
隔音,太差,1
位置,交通比较便利,1
卫生,不太干净,-1
空间,小,-1
性价比,不高,-1
性价比,不高,-1
价格,合适,1
位置,不错,1
位置,还不错,1
性价比,可以,1
空间,小了点,-1
卫生,很不错滴,1
卫生,脏,-1
服务,态度生硬,-1
位置,方便,1
性价比,非常高,1
设施,不错,1
性价比,高,1
设施,好,1
设施,差,1
环境,很好,1
卫生,不够干净,1
性价比,好,1
环境,很好,1
餐饮,还行,1
餐饮,不错,1
价格,合理,1
位置,好,1
餐饮,不错,1
空间,大,1
服务,周到,1
餐饮,品种挺多的,1
性价比,挺高的,1
设施,很齐全,1
性价比,高,1
空间,小,-1
隔音,不好,-1
设施,太简陋了,-1
价格,贵,-1
服务,周到,1
服务,周到,1
位置,很好,1
设施,比较齐全,1
卫生,挺干净的,1
服务,很周到,1
设施,蛮新的,1
餐饮,很多,1
位置,很好,1
价格,划算,1
服务,很好,1
环境,超好,1
性价比,很高,1
设施,不错,1
价格,不错,1
服务,很不错,1
环境,很好,1
位置,很容易找到,1
环境,美,1
卫生,干净,1
餐饮,好吃,1
环境,不错,1
价格,不贵,1
服务,很好,1
性价比,很高,1
位置,很方便,1
环境,满意,1
设施,好,1
环境,好,1
卫生,干净,1
空间,很大,1
餐饮,还可以,1
卫生,比较干净,1
性价比,不高,-1
价格,公道,1
卫生,干净卫生,1
卫生,可以,1
环境,可以,1
位置,出行方便,1
价格,比较合适,1
设施,略老旧,1
设施,很旧,-1
价格,合适,1
性价比,高,1
隔音,差,-1
设施,有点老了,-1
价格,可以的,1
卫生,干净卫生,1
价格,便宜,1
性价比,非常高,1
位置,偏远,-1
性价比,非常高,1
服务,挺好,1
位置,一般,1
环境,不错,1
服务,很好,1
位置,很安静,1
性价比,比较高,1
服务,很好,1
性价比,高,1
服务,不相配,-1
价格,高,1
服务,还可以,1
卫生,不错,1
设施,有点旧,-1
价格,比较高,-1
服务,态度很好,1
性价比,很高,1
服务,态度恰好,1
位置,非常喜欢,1
服务,差,-1
位置,有点偏,-1
价格,不高,0
环境,还可以,1
环境,安静,1
服务,挺好,1
位置,很方便,1
卫生,干净,1
性价比,高,1
环境,优良,1
卫生,干净,1
位置,不算偏,0
卫生,好,1
餐饮,多,1
价格,实惠,1
价格,便宜,1
服务,很好,1
位置,很方便,1
卫生,干净,1
位置,算便利,1
环境,不错,1
卫生,比较干净,1
价格,透明,1
位置,方便,1
价格,公道,1
隔音,一般,-1
隔音,不隔音,-1
卫生,很干净,1
服务,亲切,1
位置,偏,-1
价格,便宜,1
空间,挺大的,1
位置,有一点点偏僻,-1
环境,很优雅,1
服务,不怎么样,-1
价格,便宜,1
空间,偏小,1
服务,态度恶劣,-1
空间,小,-1
服务,热情,1
服务,一般,0
餐饮,一般,0
环境,优美,1
空间,很大,1
环境,不错,1
卫生,不好,-1
环境,好,1
服务,好,1
服务,热情,1
环境,好,1
服务,好,1
环境,好,1
性价比,高,1
环境,好,1
服务,慢,-1
餐饮,基本没什么东西,-1
服务,不错,1
餐饮,少,-1
餐饮,少,-1
环境,好,1
环境,非常好,1
空间,较大,1
设施,较好,1
空间,大,1
餐饮,不错,1
环境,不错,1
卫生,挺干净的,1
价格,经济实惠,1
位置,好,1
位置,好,1
空间,很小,-1
设施,齐全,1
卫生,还算干净,1
隔音,一般,0
环境,不错,1
价格,实惠,1
餐饮,简单一些,-1
环境,棒,1
餐饮,简单了点,0
位置,方便,1
餐饮,问题比较突出,-1
服务,热心,1
位置,好,1
位置,好,1
价格,合适,1
空间,小,-1
位置,还行,1
位置,优越,1
位置,极佳,1
位置,好,1
位置,极佳,1
服务,棒,1
服务,非常好,1
位置,出行方便,1
位置,非常好,1
环境,很好,1
服务,超级棒,1
卫生,干净卫生,1
空间,宽敞,1
环境,优美,1
设施,齐全,1
卫生,干净,1
环境,不错,1
服务,好,1
位置,黄金,1
服务,一般,0
位置,好,1
设施,有点旧了,-1
卫生,很干净,1
位置,方便,1
位置,方便,1
价格,合理,1
位置,不错,1
设施,老旧,-1
服务,不错,-1
性价比,不太划算,-1
位置,优越,1
位置,很好,1
空间,太挤,-1
服务,还不错,1
卫生,做得很好,1
位置,极佳,1
位置,很好,1
服务,很好,1
位置,好,1
位置,极佳,1
位置,好,1
性价比,可以,1
位置,方便,1
卫生,干净,1
设施,差,-1
设施,很好,1
空间,很大,1
服务,很亲切,1
服务,热情,1
环境,好,1
服务,态度好,1
服务,很热心,1
环境,优美,1
环境,优美,1
服务,好,1
环境,好,1
服务,好,1
环境,好,1
设施,好,1
服务,好,1
空间,很大,1
卫生,很干净,1
性价比,高,1
服务,热情,1
环境,优美,1
环境,不错,1
服务,不错,1
服务,好,1
设施,齐全,1
服务,好,1
设施,完善,1
环境,不错,1
餐饮,一般,1
服务,满意,1
卫生,干净,1
环境,不错,1
设施,陈旧,1
卫生,干净,1
环境,一般,0
设施,一般,0
位置,方便,1
设施,齐全,1
环境,好,1
卫生,干净,1
空间,很宽敞,1
卫生,不是很干净,1
位置,满意,1
位置,好,1
空间,蛮大的,1
性价比,还可以,1
价格,差价太大,-1
服务,不是很好,-1
位置,优越,1
性价比,一般,1
空间,很大,1
卫生,很卫生,1
服务,不错,1
卫生,干净,1
卫生,脏,-1
隔音,差,-1
位置,比较方便,1
价格,高,-1
餐饮,丰富,1
卫生,干净,1
服务,彬彬有礼,1
服务,好,1
设施,新,1
餐饮,比较全,1
性价比,很高,1
服务,很好,1
卫生,还可以,1
性价比,不高,-1
卫生,挺干净的,1
位置,有点偏,-1
位置,便利,1
餐饮,丰富,1
服务,好,1
设施,有点旧,-1
卫生,比较好,1
空间,小,-1
卫生,干净,1
价格,便宜,1
设施,陈旧,-1
卫生,可以,1
价格,偏高,-1
位置,不方便,-1
设施,很老旧,-1
价格,有点高,-1
性价比,价廉物美,1
卫生,整洁,1
服务,真心不错,1
餐饮,送餐慢了一点,-1
环境,很不错,1
餐饮,蛮好吃的,1
空间,很大,1
餐饮,差了一点,-1
卫生,干净,1
服务,很好,1
隔音,不好,-1
餐饮,不错,1
环境,安静,1
餐饮,种类一如既往的少,-1
空间,很大,1
环境,优美,1
卫生,干净,1
服务,态度略差,-1
设施,空调不给力,-1
卫生,不敢恭维,-1
设施,差,-1
空间,小,-1
卫生,灰尘大,-1
环境,很好,1
空间,超小,-1
服务,爱理不理,-1
环境,一般,0
服务,还好,1
卫生,比较整洁,1
位置,不是很好,-1
卫生,干净,1
设施,空调不是很好,-1
环境,不错,1
设施,都有,1
服务,不错,1
环境,很独特,1
服务,非常到位,1
环境,非常不错,1
服务,非常好,1
环境,完美,1
餐饮,完美,1
服务,行,1
环境,好,1
服务,佳,1
价格,便宜,1
服务,好,1
设施,五星级,1
环境,优美,1
环境,宜人,1
服务,好,1
性价比,不错,1
餐饮,货真价实,1
环境,好,1
价格,好,1
环境,好,1
服务,好,1
环境,非常棒,1
空间,很大,1
卫生,干净,1
餐饮,品种也很多,1
服务,很不错,1
环境,很好,1
价格,便宜,1
环境,好,1
环境,优美,1
设施,齐全,1
服务,很好,1
空间,小,-1
设施,太烂,-1
空间,小,-1
服务,还好,1
空间,比较小,-1
设施,一般,0
位置,好,1
卫生,干净,1
位置,方便,1
性价比,高,1
位置,好,1
隔音,不好,-1
餐饮,一般般,0
卫生,干净,1
位置,方便,1
服务,好,1
环境,不错,1
价格,适中,1
位置,方便,1
卫生,干净,1
位置,优越,1
位置,好,1
设施,不错的,1
服务,认真负责,1
服务,高冷,-1
设施,陈旧,-1
位置,方便,1
性价比,低,-1
位置,好,1
位置,好,1
服务,好,1
环境,不错,1
位置,非常好,1
设施,老化,-1
位置,好,1
卫生,干净,1
服务,好,1
位置,方便,1
位置,方便,1
位置,佳,1
环境,不错,1
位置,佳,1
位置,很好,1
卫生,有待加强,-1
性价比,还不错,1
位置,很好,1
位置,很好,1
空间,较小,-1
设施,老旧,-1
卫生,不是很干净,-1
位置,非常好,1
空间,比较小,-1
卫生,干净,1
服务,好,1
环境,好,1
位置,好,1
位置,不错,1
环境,不错,1
位置,方便,1
价格,贵,1
位置,好,1
位置,好,1
空间,小,-1
位置,优越,1
服务,超好,1
环境,很好,1
位置,便利,1
服务,还可以,1
服务,有待进一步提高,-1
位置,好,1
性价比,高,1
设施,旧,-1
位置,好,1
环境,优美,1
卫生,不错,1
服务,热情,1
卫生,一流,1
服务,热情,1
服务,态度超级好,1
空间,很大,1
餐饮,不咋的,-1
卫生,干净,1
设施,齐全,1
服务,非常热情,1
设施,很新,1
服务,ok,1
餐饮,好,1
设施,齐全,1
位置,优越,1
服务,好,1
环境,超美,1
服务,一般,0
性价比,超高,1
价格,比较低,1
位置,方便,1
环境,不错,1
性价比,还可以,0
餐饮,差,-1
环境,很一般,0
服务,很好,1
卫生,干净,1
环境,好,1
服务,好,1
位置,不错,1
设施,比较旧,-1
卫生,感觉,1
卫生,干净,1
服务,热情,1
餐饮,非常丰富,1
空间,很大,1
卫生,很干净,1
服务,不是很爱搭理,-1
性价比,没有性价比可言,-1
性价比,高,1
卫生,干净,1
卫生,干净,1
隔音,太差了,-1
位置,很偏,-1
位置,偏僻,-1
环境,不好,-1
卫生,干净,1
卫生,整洁,1
服务,热情,1
价格,满意,1
性价比,高,1
卫生,干净,1
餐饮,不错,1
卫生,干净,1
卫生,干净,1
餐饮,好吃,1
服务,很专业,1
服务,好,1
环境,很好,1
位置,优越,1
餐饮,丰富,1
性价比,高,1
设施,老旧,-1
服务,不是很好,-1
餐饮,太贵,-1
餐饮,不错,1
环境,优美,1
服务,态度好,1
服务,专业,1
餐饮,好吃,1
位置,方便,1
设施,陈旧一点,-1
空间,真的大,1
环境,好,1
位置,交通方便,1
服务,到位,1
设施,有点破旧,-1
空间,偏小,-1
隔音,差,-1
位置,可以,1
性价比,很好,1
设施,旧,-1
服务,还行,1
设施,老,-1
服务,尚可,1
卫生,干净,1
位置,交通方便,1
性价比,高,1
位置,好,1
卫生,干净,1
设施,老旧,-1
位置,不错,1
服务,很和蔼,1
服务,水平高,1
性价比,合适,1
服务,态度傲慢,-1
性价比,高,1
服务,不错,1
卫生,干净,1
位置,非常好,1
设施,很好,1
空间,比较大,1
餐饮,很不错,1
餐饮,丰富,1
服务,很好,1
环境,优美,1
服务,好,1
环境,优美,1
设施,陈旧,-1
卫生,不好,-1
价格,亲民,1
餐饮,全是小飞虫,-1
卫生,干净,1
设施,不多,-1
餐饮,较少,-1
服务,差,-1
隔音,不好,-1
卫生,一般,0
服务,态度差,-1
空间,超小,-1
价格,不划算,-1
环境,不错,1
位置,好,1
卫生,干净,1
价格,优惠,1
位置,好,1
服务,行,1
空间,不算小,0
位置,好,1
位置,好,1
位置,方便,1
空间,有点点小,-1
环境,不错,1
位置,很好,1
位置,真的很好,1
空间,太小,-1
设施,很一般,0
卫生,还好,1
性价比,还可以,1
环境,古朴,1
性价比,还不错,1
空间,小了点,-1
位置,交通很方便,1
价格,真心不值,-1
空间,很小,-1
卫生,差,-1
服务,一般,1
餐饮,不多,-1
卫生,干净舒适,1
餐饮,还不错,1
卫生,好,1
位置,一般,0
设施,非常好,1
位置,很好,1
空间,宽大,1
设施,不错,1
餐饮,还算过得去,0
服务,很好,1
位置,偏,-1
位置,偏,-1
设施,好,1
餐饮,不错,1
空间,比较小,-1
设施,比较陈旧,-1
餐饮,不错,1
餐饮,不错,1
服务,很热情,1
餐饮,应该提高,-1
设施,很新,1
位置,不错,1
位置,佳,1
服务,周到,1
服务,很好,1
性价比,一般,0
性价比,高,1
性价比,高,1
服务,热情,1
卫生,干净,1
位置,交通便利,1
服务,热情,1
位置,方便,1
卫生,干净,1
服务,热情,1
服务,热情,1
性价比,可以,1
服务,行,1
环境,挺好的,1
性价比,高,1
设施,非常好,1
卫生,干净,1
价格,高,-1
餐饮,太差,-1
餐饮,不错,1
卫生,一般,0
性价比,高,1
设施,不错,1
性价比,蛮高,1
位置,较好,1
价格,偏高,-1
环境,好美,1
价格,可以,1
环境,好,1
价格,便宜,1
性价比,高,1
位置,还行,1
设施,陈旧,-1
设施,陈旧,-1
性价比,不好,-1
位置,不是特别方便,-1
卫生,挺干净的,1
性价比,并不高,-1
设施,陈旧,-1
服务,不错,1
性价比,物超所值,1
服务,相当好,1
服务,呵呵,-1
设施,老旧,-1
服务,周到,1
卫生,干净,1
餐饮,丰盛,1
餐饮,好吃,1
性价比,高,1
卫生,好,1
服务,好,1
环境,不错,1
环境,不赖,1
性价比,很好,1
位置,比较方便,1
空间,挺大的,1
环境,很安静,1
餐饮,略显简单,-1
设施,完备,1
价格,比较经济实惠,1
隔音,不大隔音,-1
价格,实惠,1
服务,很好,1
环境,还不错,1
价格,比较合适,1
服务,蛮好,1
性价比,高,1
服务,好,1
环境,安静,1
性价比,不错,1
卫生,很干净,1
服务,很好,1
服务,好,1
服务,很赞,1
价格,很公道,1
位置,有点偏,-1
卫生,干净,1
服务,好,1
价格,合理,1
空间,小,-1
性价比,不错,1
环境,比较幽静,1
服务,有待增强,-1
环境,很好,1
空间,大,1
餐饮,种类少,-1
服务,一流,1
服务,好,1
环境,非常好,1
餐饮,差了些,-1
隔音,不太隔音,-1
设施,不错,1
服务,优,1
价格,很优惠,1
卫生,干净,1
环境,优雅,1
服务,很好,1
价格,不贵,1
设施,很好,1
价格,很值,1
位置,比较偏,-1
餐饮,给力,1
环境,好,1
设施,好,1
服务,好,1
设施,标准五星级,1
服务,热情,1
位置,不错,1
位置,不太好找,-1
空间,很小,-1
餐饮,没什么吃的,-1
性价比,价廉物美,1
价格,不贵,1
空间,比较小,-1
餐饮,较少,-1
位置,交通方便,1
环境,不错,1
服务,可以,1
位置,好,1
位置,不错,1
服务,态度较差,-1
位置,好,1
位置,还可以,-1
空间,太小,1
卫生,干净,1
餐饮,一般,0
卫生,干净,1
设施,齐全,1
位置,优越,1
卫生,干净,1
位置,很不错,1
设施,太老旧,-1
环境,不错,1
设施,齐全,1
服务,还行,0
设施,不到位,-1
卫生,挺干净,1
位置,交通便利,1
服务,不错,1
餐饮,一般,0
位置,好,1
空间,大,1
性价比,高,1
环境,很好,1
服务,周到,1
餐饮,还不错,1
环境,还可以,0
卫生,干净,1
服务,好,1
环境,不错,1
设施,陈旧,-1
餐饮,不咋滴,-1
卫生,一般,0
服务,满意,1
位置,方便,1
价格,还折中,0
设施,好,1
服务,不错,1
设施,略旧,-1
空间,大,1
餐饮,一般,0
环境,不错,1
餐饮,上菜也很慢,-1
位置,方便,1
环境,交通便利,1
环境,非常不错,1
环境,棒,1
服务,好,1
位置,方便,1
性价比,高,1
环境,不错,1
服务,挺好,1
环境,幽静,1
餐饮,方便,1
位置,方便,1
性价比,很高,1
位置,好找,1
环境,不错,1
空间,不是很大,0
餐饮,一般,0
环境,优美,1
